accession	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	kingdom	phylum	class	order	family	genus	species	name	count_tyrosinases
UP000625033	534	532	2	1	2	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Zhihengliuella			
UP000185694	399	399	0	7	131	537	micrococcales_odb10	75		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium			
UP000219688	518	517	1	2	17	537	micrococcales_odb10	96		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium			
UP000315133	517	514	3	1	19	537	micrococcales_odb10	96		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium			
UP000605670	520	518	2	1	16	537	micrococcales_odb10	97		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium		Ornithinimicrobium tianjinense	1.0
UP000253790	510	508	2	1	26	537	micrococcales_odb10	95		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium			
UP000315395	515	514	1	1	21	537	micrococcales_odb10	96		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium			
UP000326546	504	502	2	2	31	537	micrococcales_odb10	94		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium			
UP000054837	515	511	4	1	21	537	micrococcales_odb10	96		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus			
UP000092482	515	510	5	3	19	537	micrococcales_odb10	96		Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus			
UP000035265	526	521	5	1	10	537	micrococcales_odb10	98		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Cellulosimicrobium			
UP000610846	531	529	2	1	5	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Cellulosimicrobium			
UP000239858	534	533	1	0	3	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Isoptericola			
UP000557204	529	528	1	2	6	537	micrococcales_odb10	98		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Isoptericola			
UP000076794	529	528	1	1	7	537	micrococcales_odb10	98		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola dokdonensis		
UP000009236	535	534	1	0	2	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis		
UP000189777	534	532	2	0	3	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Krasilnikoviella			
UP000280501	530	528	2	1	6	537	micrococcales_odb10	98		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Myceligenerans			
UP000540568	533	532	1	2	2	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Promicromonospora			
UP000627369	535	533	2	0	2	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Promicromonospora			
UP000655589	533	532	1	1	3	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Promicromonospora			
UP000293852	532	525	7	0	5	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanibacterium			
UP000248783	531	530	1	0	6	537	micrococcales_odb10	98		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanimonas			
UP000291758	477	473	4	0	60	537	micrococcales_odb10	88		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanimonas			
UP000292118	512	509	3	0	25	537	micrococcales_odb10	95		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanimonas			
UP000002255	533	529	4	0	4	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica		
UP000315389	525	524	1	2	10	537	micrococcales_odb10	98		Actinomycetota	Actinomycetes	Micrococcales	Rarobacteraceae	Rarobacter			
UP000316181	519	518	1	1	17	537	micrococcales_odb10	96		Actinomycetota	Actinomycetes	Micrococcales	Rarobacteraceae	Rarobacter			
UP000214750	510	509	1	3	24	537	micrococcales_odb10	95		Actinomycetota	Actinomycetes	Micrococcales	Ruaniaceae				
UP000419743	528	524	4	5	4	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Ruaniaceae	Occultella			
UP000593758	531	528	3	2	4	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Ruaniaceae	Ruania			
UP000050811	524	523	1	0	13	537	micrococcales_odb10	97		Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter			
UP000199039	533	531	2	0	4	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter			
UP000225548	535	534	1	0	2	537	micrococcales_odb10	99		Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter			
UP000602087	522	521	1	0	15	537	micrococcales_odb10	97		Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter			
UP000503453	529	529	0	2	6	537	micrococcales_odb10	98		Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter			
UP000439336	277	272	5	5	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae				
UP000612808	287	284	3	2	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinocatenispora			
UP000680750	290	288	2	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinocatenispora			
UP000005440	289	281	8	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)	1.0
UP000013541	288	284	4	2	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000054537	286	276	10	2	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes utahensis	4.0
UP000198415	290	281	9	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000198688	290	285	5	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes derwentensis	1.0
UP000199645	289	278	11	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes philippinensis	1.0
UP000219612	289	281	8	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes atraurantiacus	1.0
UP000239415	288	281	7	2	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes italicus	2.0
UP000249341	287	279	8	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000287606	284	273	11	2	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes sp. ATCC 53533	1.0
UP000320239	291	283	8	0	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes teichomyceticus	1.0
UP000539830	287	279	8	0	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000542742	290	282	8	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000546162	289	282	7	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes octamycinicus	1.0
UP000578112	286	280	6	3	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes digitatis	1.0
UP000590749	285	279	6	4	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000598146	287	277	10	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes aureus	2.0
UP000598174	290	283	7	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000619479	289	279	10	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000623608	289	282	7	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000629619	288	284	4	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000636960	287	280	7	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes rishiriensis	1.0
UP000647172	289	284	5	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000680865	286	281	5	3	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes consettensis	1.0
UP000681340	289	283	6	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes			
UP000053244	286	279	7	0	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes awajinensis	Actinoplanes awajinensis subsp. mycoplanecinus	1.0
UP000017746	290	283	7	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis		
UP000007882	289	285	4	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes missouriensis		
UP000587527	290	287	3	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Allocatelliglobosispora			
UP000198362	286	280	6	1	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Asanoa			
UP000660339	291	285	6	0	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Catellatospora			
UP000680286	287	282	5	0	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Catellatospora		Catellatospora sp. TT07R-123	1.0
UP000676360	291	286	5	0	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Catellatospora		Catellatospora sp. IY07-71	1.0
UP000182486	284	256	28	1	7	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Couchioplanes	Couchioplanes caeruleus	Couchioplanes caeruleus subsp. caeruleus	2.0
UP000642070	286	283	3	1	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium			
UP000660611	289	284	5	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium			
UP000610721	228	216	12	11	53	292	actinobacteria_phylum_odb10	81		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Hamadaea			
UP000292564	290	285	5	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Krasilnikovia		Krasilnikovia cinnamomea	1.0
UP000622552	289	286	3	3	0	292	actinobacteria_phylum_odb10	100		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Longispora		Longispora fulva	1.0
UP000656042	288	284	4	0	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Mangrovihabitans			
UP000010307	270	267	3	15	7	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000032254	285	281	4	1	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000070620	288	281	7	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000186004	288	283	5	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000186700	287	282	5	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000197174	287	281	6	2	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000198210	289	285	4	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000198217	288	269	19	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000198221	289	286	3	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000198251	289	286	3	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000198765	288	285	3	2	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000198906	288	285	3	2	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000198937	288	281	7	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000199393	286	280	6	1	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000199408	288	285	3	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000199413	287	281	6	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000199699	285	282	3	2	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000240342	274	272	2	8	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000242415	290	286	4	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000246050	282	278	4	4	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000248749	286	282	4	3	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000248924	285	282	3	2	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000258607	286	282	4	1	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000262621	289	285	4	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000275308	289	283	6	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000277671	289	283	6	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000281230	284	262	22	2	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000281726	288	283	5	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000283832	286	283	3	1	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000295555	288	285	3	2	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000319825	282	277	5	7	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000437171	288	284	4	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000578819	287	284	3	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000608890	289	287	2	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora			
UP000427831	281	277	4	1	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora		Micromonospora sp. WMMC415	1.0
UP000001908	288	284	4	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora aurantiaca		
UP000003448	288	284	4	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora lupini		
UP000008308	287	282	5	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora maris		
UP000662857	288	286	2	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Natronosporangium			
UP000482800	275	272	3	14	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans			
UP000482960	268	263	5	12	12	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans			
UP000502508	247	243	4	28	17	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans			
UP000503011	257	253	4	29	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans			
UP000548476	287	281	6	2	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytomonospora			
UP000649739	289	288	1	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Pilimelia		Pilimelia anulata	2.0
UP000662200	286	285	1	1	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Pilimelia		Pilimelia terevasa	4.0
UP000599074	288	282	6	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Planosporangium			
UP000653674	290	287	3	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Planosporangium		Planosporangium flavigriseum	1.0
UP000649753	290	287	3	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Plantactinospora			
UP000216795	269	263	6	0	23	292	actinobacteria_phylum_odb10	92		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Plantactinospora			
UP000240645	285	282	3	1	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Plantactinospora			
UP000680866	280	275	5	8	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Polymorphospora			
