	kingdom	phylum	class	order	family	genus	species	count_tyrosinases	taxid	name	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	proteomeCount	stdCdss	averageCdss	confidence	status
UP000029268	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-4516 (FW-969)	2	1420910	Pseudogymnoascus sp. VKM F-4516 (FW-969)	3079	3073	6	45	110	3234	leotiomycetes_odb10	96	0	0.0	0	0	Unknown
UP000029284	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-4518 (FW-2643)	6	1420913	Pseudogymnoascus sp. VKM F-4518 (FW-2643)	2943	2934	9	68	223	3234	leotiomycetes_odb10	93	0	0.0	0	0	Unknown
UP000029315	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	5	1420914	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	2952	2944	8	66	216	3234	leotiomycetes_odb10	93	0	0.0	0	0	Unknown
UP000029308	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	5	1420915	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	2959	2949	10	103	172	3234	leotiomycetes_odb10	94	0	0.0	0	0	Unknown
UP000091997	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. WSF 3629	6	1622147	Pseudogymnoascus sp. WSF 3629	3218	3208	10	10	6	3234	leotiomycetes_odb10	99	0	0.0	0	0	Unknown
UP000091956	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus verrucosus	5	342668	Pseudogymnoascus verrucosus	3229	3226	3	5	0	3234	leotiomycetes_odb10	100	0	0.0	0	0	Unknown
UP000186594	Fungi	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Neolecta irregularis	2	1198029	Neolecta irregularis (strain DAH-3)	1220	1207	13	124	362	1706	ascomycota_odb10	78	0	0.0	0	0	Unknown
UP000283090	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys flagrans	15	97331	Arthrobotrys flagrans	1654	1615	39	19	33	1706	ascomycota_odb10	98	0	0.0	0	0	Unknown
UP000015100	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	Dactylellina haptotyla	29	1284197	Dactylellina haptotyla (strain CBS 200.50) (Nematode-trapping fungus) (Monacrosporium haptotylum)	1608	1607	1	28	70	1706	ascomycota_odb10	95	0	0.0	0	0	Unknown
UP000024837	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Drechslerella	Drechslerella stenobrocha	9	1043628	Drechslerella stenobrocha 248	1106	1105	1	32	568	1706	ascomycota_odb10	66	0	0.0	0	0	Unknown
UP000008784	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia oligospora	16	756982	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora)	1639	1636	3	24	43	1706	ascomycota_odb10	97	0	0.0	0	0	Unknown
UP000275078	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus immersus	26	1160509	Ascobolus immersus RN42	1572	1552	20	25	109	1706	ascomycota_odb10	93	0	0.0	0	0	Unknown
UP000298138	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Ascodesmis	Ascodesmis nigricans	8	341454	Ascodesmis nigricans	1644	1623	21	17	45	1706	ascomycota_odb10	97	0	0.0	0	0	Unknown
UP000277580	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella conica	12	1392247	Morchella conica CCBAS932	1637	1620	17	30	39	1706	ascomycota_odb10	97	0	0.0	0	0	Unknown
UP000267821	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia boudieri	9	1051890	Terfezia boudieri ATCC MYA-4762	1628	1579	49	28	50	1706	ascomycota_odb10	97	0	0.0	0	0	Unknown
UP000326924	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sphaerosporella	Sphaerosporella brunnea	9	1250544	Sphaerosporella brunnea	1613	1513	100	13	80	1706	ascomycota_odb10	95	0	0.0	0	0	Unknown
UP000276215	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Choiromyces	Choiromyces venosus	8	1336337	Choiromyces venosus 120613-1	1638	1621	17	25	43	1706	ascomycota_odb10	97	0	0.0	0	0	Unknown
UP000244722	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber borchii	10	42251	Tuber borchii (White truffle)	1629	1607	22	33	44	1706	ascomycota_odb10	97	0	0.0	0	0	Unknown
UP000246991	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber magnatum	8	42249	Tuber magnatum (white Piedmont truffle)	1562	1541	21	49	95	1706	ascomycota_odb10	94	0	0.0	0	0	Unknown
UP000006911	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber melanosporum	4	656061	Tuber melanosporum (strain Mel28) (Perigord black truffle)	1538	1525	13	50	118	1706	ascomycota_odb10	93	0	0.0	0	0	Unknown
UP000182658	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria	13	1408157	Coniochaeta ligniaria NRRL 30616	3713	3704	9	55	49	3817	sordariomycetes_odb10	98	0	0.0	0	0	Unknown
UP000275385	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta pulveracea	12	177199	Coniochaeta pulveracea	3656	3530	126	66	95	3817	sordariomycetes_odb10	97	0	0.0	0	0	Unknown
UP000325492	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta sp. 2T2.1	28	1571157	Coniochaeta sp. 2T2.1	3759	132	3627	17	41	3817	sordariomycetes_odb10	98	0	0.0	0	0	Unknown
UP000803844	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Cryphonectria	Cryphonectria parasitica	5	660469	Cryphonectria parasitica EP155	3390	3382	8	112	315	3817	sordariomycetes_odb10	91	0	0.0	0	0	Unknown
UP000034680	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe ampelina	18	1214573	Diaporthe ampelina	3286	3279	7	267	264	3817	sordariomycetes_odb10	93	0	0.0	0	0	Unknown
UP000094444	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe helianthi	16	158607	Diaporthe helianthi	3760	3751	9	23	34	3817	sordariomycetes_odb10	99	0	0.0	0	0	Unknown
UP000241462	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	Coniella lustricola	4	2025994	Coniella lustricola	3675	3668	7	36	106	3817	sordariomycetes_odb10	97	0	0.0	0	0	Unknown
UP000285146	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	Cytospora leucostoma	7	1230097	Cytospora leucostoma	3631	3624	7	32	154	3817	sordariomycetes_odb10	95	0	0.0	0	0	Unknown
UP000078576	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa mali	4	694573	Valsa mali var. pyri (nom. inval.)	3648	3638	10	38	131	3817	sordariomycetes_odb10	96	0	0.0	0	0	Unknown
UP000283895	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa malicola	6	356882	Valsa malicola	3611	3599	12	37	169	3817	sordariomycetes_odb10	95	0	0.0	0	0	Unknown
UP000284375	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa sordida	5	252740	Valsa sordida	3575	3565	10	26	216	3817	sordariomycetes_odb10	94	0	0.0	0	0	Unknown
UP001056436	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum abscissum	29	1671311	Colletotrichum abscissum	6779	6771	8	9	53	6841	glomerellales_odb10	99	43	0.0	0	0	Standard
UP000434172	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum asianum	36	702518	Colletotrichum asianum	6722	6715	7	9	110	6841	glomerellales_odb10	98	43	0.0	0	0	Close to standard (high value)
UP000186583	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum chlorophyti	15	708187	Colletotrichum chlorophyti	6713	6701	12	33	95	6841	glomerellales_odb10	98	43	0.0	0	0	Close to standard (low value)
UP000020467	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum fioriniae	29	1445577	Colletotrichum fioriniae PJ7	6726	6724	2	36	79	6841	glomerellales_odb10	98	43	0.0	0	0	Standard
UP000011096	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum fructicola	34	1213859	Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5))	6717	6711	6	51	73	6841	glomerellales_odb10	98	43	0.0	0	0	Close to standard (high value)
UP000015530	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides	32	1237896	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	6166	6160	6	275	400	6841	glomerellales_odb10	94	43	0.0	0	0	Close to standard (high value)
UP000613401	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides	34	474922	Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata)	6613	6611	2	9	219	6841	glomerellales_odb10	96	43	0.0	0	0	Standard
UP000008782	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola	13	645133	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	6740	6736	4	61	40	6841	glomerellales_odb10	99	43	0.0	0	0	Close to standard (low value)
UP000092177	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	23	759273	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	6749	6741	8	60	32	6841	glomerellales_odb10	99	43	0.0	0	0	Standard
UP000305883	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	22	80884	Colletotrichum higginsianum	6647	6636	11	101	93	6841	glomerellales_odb10	98	43	0.0	0	0	Close to standard (low value)
UP000076584	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum incanum	19	1573173	Colletotrichum incanum	6360	6349	11	9	472	6841	glomerellales_odb10	93	43	0.0	0	0	Close to standard (low value)
UP000781932	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum karsti	29	1095194	Colletotrichum karsti	6569	6560	9	40	232	6841	glomerellales_odb10	96	43	0.0	0	0	Standard
UP000830671	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum lupini	25	145971	Colletotrichum lupini	6511	6504	7	34	296	6841	glomerellales_odb10	95	43	0.0	0	0	Close to standard (high value)
UP000639643	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum musicola	24	2175873	Colletotrichum musicola	6685	6667	18	34	122	6841	glomerellales_odb10	98	43	0.0	0	0	Close to standard (high value)
UP000014480	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orbiculare	26	1213857	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	6401	6395	6	126	314	6841	glomerellales_odb10	95	43	0.0	0	0	Standard
UP000176998	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orchidophilum	15	1209926	Colletotrichum orchidophilum	6785	6784	1	18	38	6841	glomerellales_odb10	99	43	0.0	0	0	Standard
UP000654918	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum plurivorum	23	2175906	Colletotrichum plurivorum	6736	6718	18	15	90	6841	glomerellales_odb10	98	43	0.0	0	0	Close to standard (high value)
UP000070121	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum salicis	28	1209931	Colletotrichum salicis	6687	6684	3	87	67	6841	glomerellales_odb10	99	43	0.0	0	0	Standard
UP000699042	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum scovillei	28	1209932	Colletotrichum scovillei	6568	6566	2	26	247	6841	glomerellales_odb10	96	43	0.0	0	0	Standard
UP000326340	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum shisoi	15	2078593	Colletotrichum shisoi	6511	6503	8	85	245	6841	glomerellales_odb10	96	43	0.0	0	0	Close to standard (low value)
UP000027238	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sublineola	15	1173701	Colletotrichum sublineola (Sorghum anthracnose fungus)	6691	6685	6	52	98	6841	glomerellales_odb10	98	43	0.0	0	0	Close to standard (low value)
UP000310108	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tanaceti	14	1306861	Colletotrichum tanaceti	6237	6228	9	51	553	6841	glomerellales_odb10	91	43	0.0	0	0	Close to standard (low value)
UP000076552	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tofieldiae	20	708197	Colletotrichum tofieldiae	6558	6549	9	13	270	6841	glomerellales_odb10	96	43	0.0	0	0	Close to standard (low value)
UP000295703	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum trifolii	25	5466	Colletotrichum trifolii	6348	6311	37	111	382	6841	glomerellales_odb10	94	43	0.0	0	0	Close to standard (low value)
UP000813385	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella cucumerina	15	40658	Plectosphaerella cucumerina	5509	5438	71	37	1295	6841	glomerellales_odb10	81	0	0.0	0	0	Unknown
UP000770015	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella plurivora	16	936078	Plectosphaerella plurivora	5482	5414	68	39	1320	6841	glomerellales_odb10	80	0	0.0	0	0	Unknown
UP000272025	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces alkalinus	4	1314773	Sodiomyces alkalinus F11	4917	4906	11	66	1858	6841	glomerellales_odb10	72	0	0.0	0	0	Unknown
UP000008698	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium alfalfae	7	526221	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	4363	4338	25	408	2070	6841	glomerellales_odb10	69	0	0.0	0	0	Unknown
UP000001611	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium dahliae	2	498257	Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137) (Verticillium wilt)	2437	2430	7	59	4345	6841	glomerellales_odb10	36	0	0.0	0	0	Unknown
UP000288725	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium dahliae	7	27337	Verticillium dahliae (Verticillium wilt)	5716	5699	17	139	986	6841	glomerellales_odb10	85	0	0.0	0	0	Unknown
UP000044602	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium longisporum	18	100787	Verticillium longisporum	5483	2708	2775	160	1198	6841	glomerellales_odb10	82	0	0.0	0	0	Unknown
UP000696573	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rhizophaga	15	160324	Clonostachys rhizophaga	4356	4294	62	30	108	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000616885	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea	15	29856	Bionectria ochroleuca (Gliocladium roseum)	2688	2644	44	755	1051	4494	hypocreales_odb10	76	0	0.0	0	0	Unknown
UP000749293	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	Geosmithia morbida	2	1094350	Geosmithia morbida	4161	4151	10	76	257	4494	hypocreales_odb10	94	0	0.0	0	0	Unknown
UP000811619	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps africana	3	83212	Claviceps africana	4137	4135	2	157	200	4494	hypocreales_odb10	95	0	0.0	0	0	Unknown
UP000016801	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps purpurea	5	1111077	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	4247	4217	30	83	164	4494	hypocreales_odb10	96	0	0.0	0	0	Unknown
UP000748025	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps pusilla	4	123648	Claviceps pusilla	4058	4053	5	209	227	4494	hypocreales_odb10	94	0	0.0	0	0	Unknown
UP000594364	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe	Epichloe festucae	2	877507	Epichloe festucae (strain Fl1)	3929	3925	4	28	537	4494	hypocreales_odb10	88	0	0.0	0	0	Unknown
UP000002499	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium acridum	5	655827	Metarhizium acridum (strain CQMa 102)	4281	4274	7	115	98	4494	hypocreales_odb10	97	30	0.0	0	0	Outlier (low value)
UP000030816	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium album	4	1081103	Metarhizium album (strain ARSEF 1941)	4323	4314	9	79	92	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000054544	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium anisopliae	8	1291518	Metarhizium anisopliae BRIP 53293	4354	4336	18	58	82	4494	hypocreales_odb10	98	30	0.0	0	0	Outlier (low value)
UP000764110	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium humberi	9	2596975	Metarhizium humberi	4288	4274	14	78	128	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000031176	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium majus	9	1276143	Metarhizium majus (strain ARSEF 297)	4350	4310	40	46	98	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000243498	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium rileyi	4	1081105	Metarhizium rileyi (strain RCEF 4871) (Nomuraea rileyi)	4411	4407	4	23	60	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
UP000078544	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Moelleriella	Moelleriella libera	3	1081109	Moelleriella libera RCEF 2490	4295	4290	5	63	136	4494	hypocreales_odb10	96	0	0.0	0	0	Unknown
UP000078397	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia chlamydosporia	4	1380566	Pochonia chlamydosporia 170	4365	4335	30	25	104	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000039046	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Torrubiella	Torrubiella hemipterigena	6	1531966	[Torrubiella] hemipterigena	4397	4156	241	24	73	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
UP000027002	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Ustilaginoidea	Ustilaginoidea virens	4	1159556	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	4413	4411	2	24	57	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
UP000076881	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces lecanii	6	1081108	Akanthomyces lecanii RCEF 1005	4393	4378	15	54	47	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
UP000243081	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces lecanii	6	2714763	Cordyceps confragosa (Lecanicillium lecanii)	3593	3581	12	290	611	4494	hypocreales_odb10	86	0	0.0	0	0	Unknown
UP000002762	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	7	655819	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	4418	4408	10	23	53	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
UP000030106	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	6	1245745	Beauveria bassiana D1-5	4169	4162	7	122	203	4494	hypocreales_odb10	95	0	0.0	0	0	Unknown
UP000235728	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	5	176275	Beauveria bassiana (White muscardine disease fungus) (Tritirachium shiotae)	4150	4137	13	160	184	4494	hypocreales_odb10	95	0	0.0	0	0	Unknown
UP000076744	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea	10	1081104	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	4295	4287	8	94	105	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000315783	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps javanica	7	43265	Cordyceps javanica	4248	4237	11	74	172	4494	hypocreales_odb10	96	0	0.0	0	0	Unknown
UP000001610	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps militaris	7	983644	Cordyceps militaris (strain CM01) (Caterpillar fungus)	4308	4299	9	26	160	4494	hypocreales_odb10	96	0	0.0	0	0	Unknown
UP000221130	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps sp. RAO-2017	9	2004951	Cordyceps sp. RAO-2017	3541	3532	9	645	308	4494	hypocreales_odb10	93	0	0.0	0	0	Unknown
UP000053831	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis	Escovopsis weberi	3	150374	Escovopsis weberi	3839	3836	3	322	333	4494	hypocreales_odb10	92	0	0.0	0	0	Unknown
UP000266272	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma arundinaceum	3	490622	Trichoderma arundinaceum	4257	4245	12	111	126	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000240493	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum	5	1042311	Trichoderma asperellum CBS 433.97	4416	4404	12	18	60	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
UP000517252	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum	2	101201	Trichoderma asperellum	4115	4111	4	152	227	4494	hypocreales_odb10	94	0	0.0	0	0	Unknown
UP000005426	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride	3	452589	Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) (Trichoderma atroviride)	4398	4388	10	57	39	4494	hypocreales_odb10	99	0	0.0	0	0	Unknown
UP000241546	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma citrinoviride	4	58853	Trichoderma citrinoviride	4306	4278	28	44	144	4494	hypocreales_odb10	96	0	0.0	0	0	Unknown
UP000827724	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma cornu-damae	2	654480	Trichoderma cornu-damae	4364	4353	11	30	100	4494	hypocreales_odb10	97	0	0.0	0	0	Unknown
UP000054821	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gamsii	4	398673	Trichoderma gamsii	4249	4239	10	50	195	4494	hypocreales_odb10	95	0	0.0	0	0	Unknown
UP000034112	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum	2	5544	Trichoderma harzianum (Hypocrea lixii)	4406	4394	12	29	59	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
UP000241690	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum	3	983964	Trichoderma harzianum CBS 226.95	4431	4415	16	22	41	4494	hypocreales_odb10	99	0	0.0	0	0	Unknown
UP000240760	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma longibrachiatum	3	983965	Trichoderma longibrachiatum ATCC 18648	4002	3995	7	199	293	4494	hypocreales_odb10	93	0	0.0	0	0	Unknown
UP000008984	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma reesei	3	431241	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	4368	4362	6	49	77	4494	hypocreales_odb10	98	0	0.0	0	0	Unknown
