protein_acc	proteome_acc	species
A0A1J9R1D3	UP000242791	Blastomyces percursus
A0A1J9R1I8	UP000183809	Diplodia corticola
A0A1J9R1M8	UP000183809	Diplodia corticola
A0A1J9R2U7	UP000183809	Diplodia corticola
A0A1J9R8T8	UP000242791	Blastomyces percursus
A0A1J9R915	UP000183809	Diplodia corticola
A0A1J9RDU7	UP000183809	Diplodia corticola
A0A1J9RG32	UP000183809	Diplodia corticola
A0A1J9RHE1	UP000183809	Diplodia corticola
A0A1J9RTH1	UP000183809	Diplodia corticola
A0A1J9RWN6	UP000183809	Diplodia corticola
A0A1J9S725	UP000183809	Diplodia corticola
A0A1K0FT98	UP000182486	Couchioplanes caeruleus
A0A1K0GCJ9	UP000182486	Couchioplanes caeruleus
A0A1K0HF59	UP000658997	Ustilago bromivora
A0A1K1MUG6	UP000183249	Nitrosovibrio sp. Nv17
A0A1K1MVR5	UP000183249	Nitrosovibrio sp. Nv17
A0A1K2G2A3	UP000095403	Streptomyces sp. F-1
A0A1L7WBJ5	UP000184330	Phialocephala subalpina
A0A1L7WCH0	UP000184330	Phialocephala subalpina
A0A1L7WDN4	UP000184330	Phialocephala subalpina
A0A1L7WED2	UP000184330	Phialocephala subalpina
A0A1L7WHP6	UP000184330	Phialocephala subalpina
A0A1L7WIT1	UP000184330	Phialocephala subalpina
A0A1L7WRM3	UP000184330	Phialocephala subalpina
A0A1L7WVJ9	UP000184330	Phialocephala subalpina
A0A1L7WZ33	UP000184330	Phialocephala subalpina
A0A1L7X762	UP000184330	Phialocephala subalpina
A0A1L7X844	UP000184330	Phialocephala subalpina
A0A1L7XCA5	UP000184330	Phialocephala subalpina
A0A1L7XEZ3	UP000184330	Phialocephala subalpina
A0A1L7XFB0	UP000184330	Phialocephala subalpina
A0A1L7XG75	UP000184330	Phialocephala subalpina
A0A1L7XGA1	UP000184330	Phialocephala subalpina
A0A1L7XJ17	UP000184330	Phialocephala subalpina
A0A1L7XJB2	UP000184330	Phialocephala subalpina
A0A1L7XKZ6	UP000184330	Phialocephala subalpina
A0A1L7XKZ7	UP000184330	Phialocephala subalpina
A0A1L7XL86	UP000184330	Phialocephala subalpina
A0A1L7XQQ4	UP000184330	Phialocephala subalpina
A0A1L7XU24	UP000184330	Phialocephala subalpina
A0A1L7XV02	UP000184330	Phialocephala subalpina
A0A1L7XVJ9	UP000184330	Phialocephala subalpina
A0A1L7XVV4	UP000184330	Phialocephala subalpina
A0A1L7XX15	UP000184330	Phialocephala subalpina
A0A1L7XX51	UP000184330	Phialocephala subalpina
A0A1L7XXI3	UP000184330	Phialocephala subalpina
A0A1L8FPX0	UP000186698	Xenopus laevis
A0A1L8FPY5	UP000186698	Xenopus laevis
A0A1L8HAY8	UP000186698	Xenopus laevis
A0A1L8HHA8	UP000186698	Xenopus laevis
A0A1L8HNZ5	UP000186698	Xenopus laevis
A0A1L9B3D7	UP000182229	Cystobacter ferrugineus
A0A1L9MQY6	UP000184304	Aspergillus tubingensis
A0A1L9N5U9	UP000184304	Aspergillus tubingensis
A0A1L9NBE9	UP000184304	Aspergillus tubingensis
A0A1L9NFH0	UP000184304	Aspergillus tubingensis
A0A1L9NGC6	UP000184304	Aspergillus tubingensis
A0A1L9NGU9	UP000184304	Aspergillus tubingensis
A0A1L9NHP5	UP000184304	Aspergillus tubingensis
A0A1L9P4N9	UP000184073	Aspergillus versicolor
A0A1L9P5K4	UP000184073	Aspergillus versicolor
A0A1L9PK31	UP000184073	Aspergillus versicolor
A0A1L9PT91	UP000184073	Aspergillus versicolor
A0A1L9PUQ4	UP000184073	Aspergillus versicolor
A0A1L9PZT9	UP000184073	Aspergillus versicolor
A0A1L9Q0K3	UP000184073	Aspergillus versicolor
A0A1L9Q161	UP000184073	Aspergillus versicolor
A0A1L9Q2X8	UP000184073	Aspergillus versicolor
A0A1L9Q5E1	UP000184073	Aspergillus versicolor
A0A1L9R444	UP000184383	Aspergillus wentii
A0A1L9RA92	UP000184383	Aspergillus wentii
A0A1L9RLV9	UP000184383	Aspergillus wentii
A0A1L9RMH3	UP000184383	Aspergillus wentii
A0A1L9RSJ6	UP000184383	Aspergillus wentii
A0A1L9RUP8	UP000184383	Aspergillus wentii
A0A1L9RXI5	UP000184383	Aspergillus wentii
A0A1L9S2T4	UP000184383	Aspergillus wentii
A0A1L9S434	UP000184383	Aspergillus wentii
A0A1L9SBJ3	UP000184188	Penicilliopsis zonata
A0A1L9SFN0	UP000184188	Penicilliopsis zonata
A0A1L9SFQ7	UP000184188	Penicilliopsis zonata
A0A1L9SJA1	UP000184188	Penicilliopsis zonata
A0A1L9SJV0	UP000184188	Penicilliopsis zonata
A0A1L9T0I4	UP000184356	Aspergillus sydowii
A0A1L9T4S2	UP000184356	Aspergillus sydowii
A0A1L9T527	UP000184356	Aspergillus sydowii
A0A1L9T5J5	UP000184356	Aspergillus sydowii
A0A1L9T6V0	UP000184356	Aspergillus sydowii
A0A1L9T8P2	UP000184356	Aspergillus sydowii
A0A1L9TIM4	UP000184356	Aspergillus sydowii
A0A1L9TTH3	UP000184356	Aspergillus sydowii
A0A1L9U384	UP000184499	Aspergillus brasiliensis
A0A1L9U5P7	UP000184499	Aspergillus brasiliensis
A0A1L9UCL6	UP000184499	Aspergillus brasiliensis
A0A1L9UDA4	UP000184499	Aspergillus brasiliensis
A0A1L9UF38	UP000184499	Aspergillus brasiliensis
A0A1L9USF3	UP000184499	Aspergillus brasiliensis
A0A1L9V3Y6	UP000184300	Aspergillus glaucus
A0A1L9V8E5	UP000184300	Aspergillus glaucus
A0A1L9VNH5	UP000184300	Aspergillus glaucus
A0A1L9WGB2	UP000184546	Aspergillus aculeatus
A0A1L9WIS1	UP000184546	Aspergillus aculeatus
A0A1L9WN79	UP000184546	Aspergillus aculeatus
A0A1L9WQQ0	UP000184546	Aspergillus aculeatus
A0A1L9WZZ5	UP000184546	Aspergillus aculeatus
A0A1L9X8A5	UP000184546	Aspergillus aculeatus
A0A1M2V476	UP000184267	Trametes pubescens
A0A1M2VFH5	UP000184267	Trametes pubescens
A0A1M2VPA5	UP000184267	Trametes pubescens
A0A1M5ZEX2	UP000190947	Streptomyces sp. 3214.6
A0A1M6EG22	UP000184488	Flavobacterium terrae
A0A1M6FXH1	UP000184512	Tessaracoccus bendigoensis
A0A1M6NA87	UP000184231	Arenibacter nanhaiticus
A0A1M6ZLB0	UP000184111	Streptomyces paucisporeus
A0A1M7BKJ4	UP000186002	Roseibium suaedae
A0A1M7JYU0	UP000184420	Chitinophaga jiangningensis
A0A1N6G318	UP000185062	Nitrosomonas cryotolerans
A0A1N6GWC1	UP000185062	Nitrosomonas cryotolerans
A0A1P8YXV3	UP000756132	Fulvia fulva
A0A1P8YXV9	UP000756132	Fulvia fulva
A0A1Q3B9T6	UP000187406	Cephalotus follicularis
A0A1Q3DUK8	UP000188533	Lentinula edodes
A0A1Q3E543	UP000188533	Lentinula edodes
A0A1Q3E5C3	UP000188533	Lentinula edodes
A0A1Q3EBY1	UP000188533	Lentinula edodes
A0A1Q3EU58	UP000188533	Lentinula edodes
A0A1Q3HCX5	UP000185945	Archangium sp. Cb G35
A0A1Q4V843	UP000186455	Streptomyces uncialis
A0A1Q4V9C0	UP000186455	Streptomyces uncialis
A0A1Q4VCZ9	UP000186455	Streptomyces uncialis
A0A1Q4VUB3	UP000185893	Streptomyces sp. CB02923
A0A1Q4XXE1	UP000186828	Saccharothrix sp. CB00851
A0A1Q4Z954	UP000186952	Streptomyces sp. TSRI0281
A0A1Q4Z9A6	UP000186952	Streptomyces sp. TSRI0281
A0A1Q5K2A3	UP000186398	Streptomyces sp. CB01883
A0A1Q5KJ44	UP000186398	Streptomyces sp. CB01883
A0A1Q5LLD6	UP000186270	Streptomyces sp. CB03234
A0A1Q5MEA7	UP000185993	Streptomyces sp. CB02400
A0A1Q5N6V5	UP000185643	Streptomyces sp. CB00455
A0A1Q5N6X8	UP000185643	Streptomyces sp. CB00455
A0A1Q5TAG8	UP000186955	Penicillium subrubescens
A0A1Q5TBP6	UP000186955	Penicillium subrubescens
A0A1Q5TEY8	UP000186955	Penicillium subrubescens
A0A1Q5TKK0	UP000186955	Penicillium subrubescens
A0A1Q5ULT4	UP000186955	Penicillium subrubescens
A0A1Q5UMU8	UP000186955	Penicillium subrubescens
A0A1Q8RB81	UP000186583	Colletotrichum chlorophyti
A0A1Q8RG93	UP000186583	Colletotrichum chlorophyti
A0A1Q8RL66	UP000186583	Colletotrichum chlorophyti
A0A1Q8RL83	UP000186583	Colletotrichum chlorophyti
A0A1Q8RN62	UP000186583	Colletotrichum chlorophyti
A0A1Q8RQN6	UP000186583	Colletotrichum chlorophyti
A0A1Q8RQU4	UP000186583	Colletotrichum chlorophyti
A0A1Q8RRY2	UP000186583	Colletotrichum chlorophyti
A0A1Q8RS64	UP000186583	Colletotrichum chlorophyti
A0A1Q8RT46	UP000186583	Colletotrichum chlorophyti
A0A1Q8RT99	UP000186583	Colletotrichum chlorophyti
A0A1Q8RWW3	UP000186583	Colletotrichum chlorophyti
A0A1Q8S0I1	UP000186583	Colletotrichum chlorophyti
A0A1Q8S150	UP000186583	Colletotrichum chlorophyti
A0A1Q8S3Q1	UP000186583	Colletotrichum chlorophyti
A0A1Q8ZLK4	UP000186894	Rhizobium oryziradicis
A0A1Q9CWE2	UP000186817	Symbiodinium microadriaticum
A0A1Q9CY91	UP000186817	Symbiodinium microadriaticum
A0A1Q9DXC9	UP000186817	Symbiodinium microadriaticum
A0A1Q9DZ23	UP000186817	Symbiodinium microadriaticum
A0A1Q9E9E1	UP000186817	Symbiodinium microadriaticum
A0A1Q9ENY0	UP000186817	Symbiodinium microadriaticum
A0A1R0GSB3	UP000187455	Smittium mucronatum
A0A1R0GSL5	UP000187455	Smittium mucronatum
A0A1R0GZJ6	UP000187455	Smittium mucronatum
A0A1R0H363	UP000187455	Smittium mucronatum
A0A1R0H5V9	UP000187455	Smittium mucronatum
A0A1R0H5Z6	UP000187455	Smittium mucronatum
A0A1R0H9H9	UP000187455	Smittium mucronatum
A0A1R0H9J9	UP000187455	Smittium mucronatum
A0A1R0H9M4	UP000187455	Smittium mucronatum
A0A1R1PBT7	UP000188320	Zancudomyces culisetae
A0A1R1PH42	UP000188320	Zancudomyces culisetae
A0A1R1PI16	UP000188320	Zancudomyces culisetae
A0A1R1PIW9	UP000188320	Zancudomyces culisetae
A0A1R1PJS5	UP000188320	Zancudomyces culisetae
A0A1R1PML3	UP000188320	Zancudomyces culisetae
A0A1R1PMZ4	UP000188320	Zancudomyces culisetae
A0A1R1PS93	UP000188320	Zancudomyces culisetae
A0A1R1PVC5	UP000188320	Zancudomyces culisetae
A0A1R1X591	UP000187283	Smittium culicis
A0A1R1X6Z3	UP000187283	Smittium culicis
A0A1R1X770	UP000187283	Smittium culicis
A0A1R1XEH9	UP000187283	Smittium culicis
A0A1R1XH13	UP000187283	Smittium culicis
A0A1R1XIS4	UP000187283	Smittium culicis
A0A1R1XPA9	UP000187283	Smittium culicis
A0A1R1Y072	UP000187283	Smittium culicis
A0A1R1Y0C8	UP000187283	Smittium culicis
A0A1R1Y4L7	UP000187283	Smittium culicis
A0A1R1YCH6	UP000187283	Smittium culicis
A0A1R1YDJ3	UP000187283	Smittium culicis
A0A1R1YED9	UP000187283	Smittium culicis
A0A1R1YEJ2	UP000187283	Smittium culicis
A0A1R1YHR6	UP000187283	Smittium culicis
A0A1R3I1N9	UP000188268	Corchorus capsularis
A0A1R3I1W8	UP000188268	Corchorus capsularis
A0A1R3RDN0	UP000188318	Aspergillus carbonarius
A0A1R3RGL8	UP000188318	Aspergillus carbonarius
A0A1R3RHQ2	UP000188318	Aspergillus carbonarius
A0A1R3RIK9	UP000188318	Aspergillus carbonarius
A0A1R3RL00	UP000188318	Aspergillus carbonarius
A0A1R3RM65	UP000188318	Aspergillus carbonarius
A0A1R3RMB5	UP000188318	Aspergillus carbonarius
A0A1R3RV41	UP000188318	Aspergillus carbonarius
A0A1R3RV43	UP000188318	Aspergillus carbonarius
A0A1R3S0H8	UP000188318	Aspergillus carbonarius
A0A1R3UQ85	UP000195722	Nocardiopsis sp. JB363
A0A1R4H6E4	UP000195667	Crenothrix polyspora
A0A1R4HGF1	UP000195667	Crenothrix polyspora
A0A1S1QQN5	UP000179627	Frankia sp. Cc1.17
A0A1S1RLQ1	UP000179769	Frankia soli
A0A1S2JV19	UP000179639	Streptomyces sp. CC53
A0A1S2JWT4	UP000179639	Streptomyces sp. CC53
A0A1S2PKP4	UP000179642	Streptomyces monashensis
A0A1S2PQK3	UP000179642	Streptomyces monashensis
A0A1S2Q1S7	UP000179935	Streptomyces colonosanans
A0A1S2XCB4	UP000087171	Cicer arietinum
A0A1S2ZZ85	UP000079721	Erinaceus europaeus
A0A1S3A9R3	UP000079721	Erinaceus europaeus
A0A1S3AG80	UP000079721	Erinaceus europaeus
A0A1S3B632	UP000089565	Cucumis melo
A0A1S3BFJ5	UP000089565	Cucumis melo
A0A1S3BFK3	UP000089565	Cucumis melo
A0A1S3F0Z4	UP000081671	Dipodomys ordii
A0A1S3FPX9	UP000081671	Dipodomys ordii
A0A1S3FZ52	UP000081671	Dipodomys ordii
A0A1S3H960	UP000085678	Lingula anatina
A0A1S3HAX8	UP000085678	Lingula anatina
A0A1S3HNS5	UP000085678	Lingula anatina
A0A1S3I9L8	UP000085678	Lingula anatina
A0A1S3IIA6	UP000085678	Lingula anatina
A0A1S3JQE0	UP000085678	Lingula anatina
A0A1S3JR59	UP000085678	Lingula anatina
A0A1S3JRH7	UP000085678	Lingula anatina
A0A1S3KQ54	UP000087266	Salmo salar
A0A1S3M1N8	UP000087266	Salmo salar
A0A1S3N7F4	UP000087266	Salmo salar
A0A1S3N8E2	UP000087266	Salmo salar
A0A1S3P0G2	UP000087266	Salmo salar
A0A1S3PMH8	UP000087266	Salmo salar
A0A1S3PMN5	UP000087266	Salmo salar
A0A1S3PY93	UP000087266	Salmo salar
A0A1S3QGM6	UP000087266	Salmo salar
A0A1S3QPM2	UP000087266	Salmo salar
A0A1S3QRJ7	UP000087266	Salmo salar
A0A1S3SDL6	UP000087266	Salmo salar
A0A1S3T8Z8	UP000087766	Vigna radiata
A0A1S3T903	UP000087766	Vigna radiata
A0A1S3T908	UP000087766	Vigna radiata
A0A1S3UVG6	UP000087766	Vigna radiata
A0A1S3UW74	UP000087766	Vigna radiata
A0A1S3VFN6	UP000087766	Vigna radiata
A0A1S3VGI9	UP000087766	Vigna radiata
A0A1S3X216	UP000084051	Nicotiana tabacum
A0A1S3XNC2	UP000084051	Nicotiana tabacum
A0A1S3Y7P7	UP000084051	Nicotiana tabacum
A0A1S3YVF2	UP000084051	Nicotiana tabacum
A0A1S3ZGA9	UP000084051	Nicotiana tabacum
A0A1S3ZJN1	UP000084051	Nicotiana tabacum
A0A1S3ZQP6	UP000084051	Nicotiana tabacum
A0A1S4AY85	UP000084051	Nicotiana tabacum
A0A1S4B7N5	UP000084051	Nicotiana tabacum
A0A1S4BPI1	UP000084051	Nicotiana tabacum
A0A1S4BPJ1	UP000084051	Nicotiana tabacum
A0A1S4BS14	UP000084051	Nicotiana tabacum
A0A1S4BS42	UP000084051	Nicotiana tabacum
A0A1S4D1N7	UP000084051	Nicotiana tabacum
A0A1S7UQS5	UP000054516	Rosellinia necatrix
A0A1S8B2L2	UP000190776	Diplodia seriata
A0A1S8B326	UP000190776	Diplodia seriata
A0A1S8B3R3	UP000190776	Diplodia seriata
A0A1S8B4X8	UP000190776	Diplodia seriata
A0A1S8B5H2	UP000190776	Diplodia seriata
A0A1S8B5X6	UP000190776	Diplodia seriata
A0A1S8B921	UP000190776	Diplodia seriata
A0A1S8B9J9	UP000190776	Diplodia seriata
A0A1S8BB58	UP000190776	Diplodia seriata
A0A1S8BCA3	UP000190776	Diplodia seriata
A0A1S8BJ90	UP000190776	Diplodia seriata
A0A1S8BLY1	UP000190776	Diplodia seriata
A0A1S8VBP1	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VDN0	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VEG9	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VEW2	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VG51	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VH18	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VLF0	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VQ11	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VQ47	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VQQ1	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VTP6	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VU06	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VUN7	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VUQ6	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VX91	UP000189906	Batrachochytrium salamandrivorans
A0A1S8VYR1	UP000189906	Batrachochytrium salamandrivorans
A0A1S9B4V7	UP000189843	Hymenobacter sp. CRA2
A0A1S9D7B6	UP000190312	Aspergillus oryzae
A0A1S9D8U5	UP000190312	Aspergillus oryzae
A0A1S9DBW0	UP000190312	Aspergillus oryzae
A0A1S9DF80	UP000190312	Aspergillus oryzae
A0A1S9DJX3	UP000190312	Aspergillus oryzae
A0A1S9DK56	UP000190312	Aspergillus oryzae
A0A1S9DQI5	UP000190312	Aspergillus oryzae
A0A1S9DSW9	UP000190312	Aspergillus oryzae
A0A1S9DY89	UP000190312	Aspergillus oryzae
A0A1S9E169	UP000190312	Aspergillus oryzae
A0A1U7LR42	UP000186594	Neolecta irregularis
A0A1U7LR76	UP000186594	Neolecta irregularis
A0A1U7QI44	UP000189706	Mesocricetus auratus
A0A1U7R181	UP000189706	Mesocricetus auratus
A0A1U7RIN9	UP000189705	Alligator sinensis
A0A1U7RL49	UP000189705	Alligator sinensis
A0A1U7RUY1	UP000189705	Alligator sinensis
A0A1U7S3P6	UP000189705	Alligator sinensis
A0A1U7SPS9	UP000189704	Carlito syrichta
A0A1U7T168	UP000189704	Carlito syrichta
A0A1U7U0A7	UP000189704	Carlito syrichta
A0A1U7VU91	UP000189701	Nicotiana sylvestris
A0A1U7VZE2	UP000189701	Nicotiana sylvestris
A0A1U7W3J9	UP000189701	Nicotiana sylvestris
A0A1U7WEV2	UP000189701	Nicotiana sylvestris
A0A1U7WR83	UP000189701	Nicotiana sylvestris
A0A1U7XN75	UP000189701	Nicotiana sylvestris
A0A1U7YXM0	UP000189703	Nelumbo nucifera
A0A1U7Z3Y9	UP000189703	Nelumbo nucifera
A0A1U7ZNA7	UP000189703	Nelumbo nucifera
A0A1U8ADQ1	UP000189703	Nelumbo nucifera
A0A1U8CP38	UP000189706	Mesocricetus auratus
A0A1U8HI05	UP000189702	Gossypium hirsutum
A0A1U8HXV2	UP000189702	Gossypium hirsutum
A0A1U8I7J5	UP000189702	Gossypium hirsutum
A0A1U8IYP5	UP000189702	Gossypium hirsutum
A0A1U8J3M8	UP000189702	Gossypium hirsutum
A0A1U8JTD9	UP000189702	Gossypium hirsutum
A0A1U8LIV3	UP000189702	Gossypium hirsutum
A0A1U8MR36	UP000189702	Gossypium hirsutum
A0A1U8MV00	UP000189702	Gossypium hirsutum
A0A1U8P8G4	UP000189702	Gossypium hirsutum
A0A1U8PNR2	UP000189702	Gossypium hirsutum
A0A1U9ZYN5	UP000190797	Nonomuraea sp. ATCC 55076
A0A1V1SSJ1	UP000189293	fungal sp. No.14919
A0A1V1SSU8	UP000189293	fungal sp. No.14919
A0A1V1SZ01	UP000189293	fungal sp. No.14919
A0A1V1T2A6	UP000189293	fungal sp. No.14919
A0A1V1T4H5	UP000189293	fungal sp. No.14919
A0A1V1T9S0	UP000189293	fungal sp. No.14919
A0A1V1TA15	UP000189293	fungal sp. No.14919
A0A1V1TB37	UP000189293	fungal sp. No.14919
A0A1V1TC07	UP000189293	fungal sp. No.14919
A0A1V1TIW0	UP000189293	fungal sp. No.14919
A0A1V1TJA9	UP000189293	fungal sp. No.14919
A0A1V1TK40	UP000189293	fungal sp. No.14919
A0A1V1TM25	UP000189293	fungal sp. No.14919
A0A1V1TMR2	UP000189293	fungal sp. No.14919
A0A1V1TNC5	UP000189293	fungal sp. No.14919
A0A1V1TQ22	UP000189293	fungal sp. No.14919
A0A1V1TQ25	UP000189293	fungal sp. No.14919
A0A1V1TQ35	UP000189293	fungal sp. No.14919
A0A1V1TR10	UP000189293	fungal sp. No.14919
A0A1V1TSL3	UP000189293	fungal sp. No.14919
A0A1V1TUK6	UP000189293	fungal sp. No.14919
A0A1V1ZHL4	UP000188854	Mangrovimonas sp. DI 80
A0A1V2RQ55	UP000189065	Streptomyces sp. MP131-18
A0A1V4A075	UP000190539	Streptomyces tsukubensis
A0A1V4J4M7	UP000190648	Patagioenas fasciata
A0A1V4J513	UP000190648	Patagioenas fasciata
A0A1V4L0L8	UP000190648	Patagioenas fasciata
A0A1V6N7S7	UP000191408	Penicillium polonicum
A0A1V6N9N8	UP000191408	Penicillium polonicum
A0A1V6NBC1	UP000191408	Penicillium polonicum
A0A1V6NT23	UP000191408	Penicillium polonicum
A0A1V6NTF3	UP000191408	Penicillium polonicum
A0A1V6NYN1	UP000191408	Penicillium polonicum
A0A1V6P941	UP000191672	Penicillium antarcticum
A0A1V6PG48	UP000191522	Penicillium decumbens
A0A1V6PRI1	UP000191672	Penicillium antarcticum
A0A1V6PTM8	UP000191672	Penicillium antarcticum
A0A1V6Q6L1	UP000191672	Penicillium antarcticum
A0A1V6Q8G6	UP000191672	Penicillium antarcticum
A0A1V6QBL1	UP000191672	Penicillium antarcticum
A0A1V6QMM7	UP000191612	Penicillium solitum
A0A1V6QQ78	UP000191672	Penicillium antarcticum
A0A1V6QSQ2	UP000191612	Penicillium solitum
A0A1V6R0M3	UP000191612	Penicillium solitum
A0A1V6R4C4	UP000191518	Penicillium vulpinum
A0A1V6RI42	UP000191518	Penicillium vulpinum
A0A1V6RJ70	UP000191518	Penicillium vulpinum
A0A1V6RNY4	UP000191612	Penicillium solitum
A0A1V6RX09	UP000191518	Penicillium vulpinum
A0A1V6S5U6	UP000191518	Penicillium vulpinum
A0A1V6SI39	UP000191342	Penicillium flavigenum
A0A1V6SJE6	UP000191342	Penicillium flavigenum
A0A1V6SQY9	UP000191285	Penicillium steckii
A0A1V6T290	UP000191342	Penicillium flavigenum
A0A1V6T2Q2	UP000191285	Penicillium steckii
A0A1V6T2W4	UP000191342	Penicillium flavigenum
A0A1V6TP23	UP000191342	Penicillium flavigenum
A0A1V6TP25	UP000191285	Penicillium steckii
A0A1V6TPN3	UP000191285	Penicillium steckii
A0A1V6UCN1	UP000191500	Penicillium coprophilum
A0A1V6UJI3	UP000191500	Penicillium coprophilum
A0A1V6UYM8	UP000191500	Penicillium coprophilum
A0A1V6XP46	UP000191691	Penicillium nalgiovense
A0A1V6Y949	UP000191691	Penicillium nalgiovense
A0A1V6YCZ7	UP000191691	Penicillium nalgiovense
A0A1V6YX06	UP000191691	Penicillium nalgiovense
A0A1V8SKS2	UP000192596	Rachicladosporium antarcticum
A0A1V8SS50	UP000192596	Rachicladosporium antarcticum
A0A1V8SV31	UP000192596	Rachicladosporium antarcticum
A0A1V8SXJ4	UP000192596	Rachicladosporium antarcticum
A0A1V8T1G2	UP000192596	Rachicladosporium antarcticum
A0A1V8TJ40	UP000192596	Rachicladosporium antarcticum
A0A1V8TKJ2	UP000192596	Rachicladosporium antarcticum
A0A1V8TMC4	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8TPK1	UP000192596	Rachicladosporium antarcticum
A0A1V8TS84	UP000192596	Rachicladosporium antarcticum
A0A1V8TU55	UP000192596	Rachicladosporium antarcticum
A0A1V8TX96	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8U1I6	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8U335	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8UD40	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8UGJ3	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8UGV7	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8UI65	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8UT47	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8UUL6	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V8V4I7	UP000192386	Rachicladosporium sp. CCFEE 5018
A0A1V9K412	UP000192467	Streptomyces sp. M41(2017)
A0A1V9KA06	UP000192467	Streptomyces sp. M41(2017)
A0A1V9Y4A2	UP000243579	Achlya hypogyna
A0A1V9Y4B3	UP000243579	Achlya hypogyna
A0A1V9Y543	UP000243217	Thraustotheca clavata
A0A1V9Y5I4	UP000243579	Achlya hypogyna
A0A1V9Y9H5	UP000243579	Achlya hypogyna
A0A1V9YBP5	UP000243579	Achlya hypogyna
A0A1V9YC80	UP000243579	Achlya hypogyna
A0A1V9YE51	UP000243217	Thraustotheca clavata
A0A1V9YEL7	UP000243579	Achlya hypogyna
A0A1V9YEM7	UP000243579	Achlya hypogyna
A0A1V9YSH7	UP000243579	Achlya hypogyna
A0A1V9YSU1	UP000243217	Thraustotheca clavata
A0A1V9YY26	UP000243579	Achlya hypogyna
A0A1V9YYD2	UP000243579	Achlya hypogyna
A0A1V9Z082	UP000243579	Achlya hypogyna
A0A1V9Z4B6	UP000243579	Achlya hypogyna
A0A1V9Z5U0	UP000243579	Achlya hypogyna
A0A1V9ZFX4	UP000243217	Thraustotheca clavata
A0A1V9ZS86	UP000243217	Thraustotheca clavata
A0A1V9ZSP1	UP000243217	Thraustotheca clavata
A0A1W0A285	UP000243217	Thraustotheca clavata
A0A1W0A5N4	UP000243217	Thraustotheca clavata
A0A1W0VTX0	UP000000768	Sorghum bicolor
A0A1W0VZT6	UP000000768	Sorghum bicolor
A0A1W1XU60	UP000192761	Andreprevotia lacus
A0A1W2FQF9	UP000192840	Lentzea albidocapillata
A0A1W2TBG8	UP000054516	Rosellinia necatrix
A0A1W2TDK2	UP000054516	Rosellinia necatrix
A0A1W2TFC7	UP000054516	Rosellinia necatrix
A0A1W2TI06	UP000054516	Rosellinia necatrix
A0A1W2TIU1	UP000054516	Rosellinia necatrix
A0A1W2TJ16	UP000054516	Rosellinia necatrix
A0A1W2TKF3	UP000054516	Rosellinia necatrix
A0A1W2TMZ6	UP000054516	Rosellinia necatrix
A0A1W2TQH1	UP000054516	Rosellinia necatrix
A0A1W2TRD3	UP000054516	Rosellinia necatrix
A0A1W2TX07	UP000054516	Rosellinia necatrix
A0A1W2TXD3	UP000054516	Rosellinia necatrix
A0A1W6SPL1	UP000012179	Nitrosospira lacus
A0A1W6SPU4	UP000012179	Nitrosospira lacus
A0A1W6SQT2	UP000012179	Nitrosospira lacus
A0A1W6SSH7	UP000012179	Nitrosospira lacus
A0A1W7D1S4	UP000194218	Streptomyces sp. SCSIO 64649
A0A1X0T007	UP000192322	Aurantimonas sp. 22II-16-19i
A0A1X6N7P5	UP000194127	Postia placenta
A0A1X6NLJ2	UP000218209	Porphyra umbilicalis
A0A1X6NN55	UP000218209	Porphyra umbilicalis
A0A1X6NPX8	UP000218209	Porphyra umbilicalis
A0A1X6NRK9	UP000218209	Porphyra umbilicalis
A0A1X6NT80	UP000218209	Porphyra umbilicalis
A0A1X6P2D6	UP000218209	Porphyra umbilicalis
A0A1X6P7V7	UP000218209	Porphyra umbilicalis
A0A1X6P7W8	UP000218209	Porphyra umbilicalis
A0A1X6PEB3	UP000218209	Porphyra umbilicalis
A0A1X6PGE7	UP000218209	Porphyra umbilicalis
A0A1X6PGV9	UP000218209	Porphyra umbilicalis
A0A1X6PIR8	UP000218209	Porphyra umbilicalis
