DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	species
COLOR	#ff0000
DATA
CDM37049.1	#90caab	Penicillium roqueforti
RMY53718.1	#aef9dd	Hortaea werneckii
KAI3375784.1	#0737d8	Scortum barcoo
KAH7886251.1	#6966f3	Phlebopus sp. FC_14
KZC14394.1	#9203ab	Dufourea novaeangliae
Q8IFJ8.1	#0eb6cf	Scutigera coleoptrata
KAG7157362.1	#94f39d	Homarus americanus
KAH7080008.1	#21c33a	Paraphoma chrysanthemicola
MBM3810041.1	#9a95a5	Acidimicrobiia bacterium
XP_045980590.1	#66c11e	Fusarium flagelliforme
BAE48754.1	#4ade48	Agaricus blazei
XP_013080599.1	#4a34ec	Biomphalaria glabrata
KAH8172513.1	#c3af27	Sarocladium implicatum
KAF5348693.1	#655b18	Tetrapyrgos nigripes
PSN36662.1	#8dfb57	Blattella germanica
RPA83365.1	#b9a0dc	Ascobolus immersus
KAG1342801.1	#d158b7	Cocos nucifera
CAG4955909.1	#cd9bba	Parnassius apollo
KAE8242115.1	#1cadbe	Tilletia controversa
RKP25487.1	#289d2e	Syncephalis pseudoplumigaleata
UDU41168.1	#8f77b2	Schistocerca serialis
KAH8178406.1	#c3af27	Sarocladium implicatum
TYI24094.1	#a45e60	Gossypium tomentosum
KAE8153924.1	#7e984c	Aspergillus avenaceus
KZZ99727.1	#226869	Moelleriella libera
XP_047078306.1	#b80883	Lolium rigidum
PTQ29243.1	#a6ad27	Marchantia polymorpha
XP_008225001.1	#3c255f	Prunus mume
ACU68955.1	#a48a6d	Schistosoma japonicum
CRL07341.1	#264d4a	Clunio marinus
KAI5795794.1	#7f7d6a	Geopyxis carbonaria
CAG8983335.1	#f9b11a	Hymenoscyphus albidus
CAG5119064.1	#25e3db	Candidula unifasciata
WP_089319402.1	#d7cc38	Pontibacter ummariensis
XP_045449735.1	#e4d3d3	Melitaea cinxia
TVU14852.1	#6eb074	Eragrostis curvula
XP_038795814.1	#e42b9e	Ascochyta rabiei
CCF55383.1	#b924dd	Atyopsis moluccensis
XP_019425637.1	#382df2	Lupinus angustifolius
KAF2303386.1	#dd3028	Hevea brasiliensis
XP_037941821.1	#ec337b	Teleopsis dalmanni
TKY59313.1	#29b6d0	Spatholobus suberectus
KEP53525.1	#5191aa	Rhizoctonia solani
ALM04212.1	#1d792c	Botryllus schlosseri
RWW11036.1	#00a566	Ensete ventricosum
KAF7197717.1	#a47d6e	Pseudocercospora fuligena
TKX22697.1	#d8c144	Elsinoe australis
ORX91456.1	#e9d827	Basidiobolus meristosporus
WP_224793250.1	#0dd7be	Pseudomonas fluorescens
XP_007025704.2	#e4af5a	Theobroma cacao
XP_026693053.1	#4b9f1d	Ciona intestinalis
XP_033748667.1	#e8aefe	Pecten maximus
CAB1351063.1	#eb699b	Coregonus sp. 'balchen'
KAG7152567.1	#a6579e	Verticillium longisporum
OMP83731.1	#51bcc6	Diplodia seriata
RDX60825.1	#040a9b	Mucuna pruriens
MCD7473568.1	#e43864	Datura stramonium
KAH4102311.1	#2bac35	Parastagonospora nodorum
KAF5349058.1	#655b18	Tetrapyrgos nigripes
EKG15519.1	#960386	Macrophomina phaseolina
TFK38852.1	#2b05ca	Crucibulum laeve
XP_033394457.1	#7bec81	Aplosporella prunicola
XP_017877241.2	#143490	Ceratina calcarata
MCL4296359.1	#0e0b2e	Anaerolineae bacterium
KAE8444232.1	#825d91	Helotiales sp. DMI_Dod_QoI
PSR90369.1	#7fa091	Coniella lustricola
XP_016644862.1	#dcf585	Scedosporium apiospermum
KAA3478361.1	#76c6f6	Gossypium australe
XP_028775529.1	#c9b0d4	Prosopis alba
XP_002119601.1	#4b9f1d	Ciona intestinalis
XP_045454184.1	#e4d3d3	Melitaea cinxia
XP_023765834.1	#8148e8	Lactuca sativa
AVN99042.1	#f885d8	Hymenophyllum caudiculatum
GBB88162.1	#2e7ba2	Rhizophagus clarus
KAI5779911.1	#418292	Peziza echinospora
KXS99614.1	#cfb99a	Pseudocercospora eumusae
XP_018038151.1	#e2f238	Paraphaeosphaeria sporulosa
KAI3943343.1	#942eea	Papaver armeniacum
KAI5803488.1	#418292	Peziza echinospora
KAI6301604.1	#f8add9	Pyricularia grisea
KAB5589174.1	#3fa14b	Ceratobasidium theobromae
XP_004530681.1	#165aaa	Ceratitis capitata
KAI3497198.1	#b1c00e	Cichorium endivia
XP_041193415.1	#1232e4	Suillus subaureus
XP_044017319.1	#1a690f	Aphidius gifuensis
XP_021857684.1	#1b0a2d	Spinacia oleracea
GFO16266.1	#6d0c49	Plakobranchus ocellatus
ORZ37934.1	#1658ad	Catenaria anguillulae
PQQ03642.1	#49247d	Prunus yedoensis
MBP7930242.1	#9a95a5	Acidimicrobiia bacterium
RYN30195.1	#d74a29	Alternaria tenuissima
XP_014077157.1	#e6ad84	Bipolaris maydis
KAH8668543.1	#e9864b	Xylariales sp. PMI_506
KAI1390406.1	#a301e2	Hypoxylon trugodes
KAB5566335.1	#3eac4f	Coniochaeta sp. 2T2.1
KAG9103970.1	#8d407c	Ceratobasidium sp. 392
XP_023756515.1	#8148e8	Lactuca sativa
KAF3002958.1	#134f2c	Curvularia kusanoi
TDZ16065.1	#56c2b7	Colletotrichum orbiculare
XP_010647098.2	#797b0a	Vitis vinifera
WP_191733543.1	#b313df	Corynebacterium sp. Sa1YVA5
CAG9564771.1	#ff5f4e	Danaus chrysippus
AND01156.1	#c09dd4	Linum usitatissimum
AAK13243.1	#3eb236	Trifolium pratense
PKK42277.1	#75d62d	Trichoderma harzianum
XP_039827587.1	#5e9fd0	Panicum virgatum
KXL50334.1	#6feb17	Acidomyces sp. 'richmondensis'
MBV8318253.1	#04a50f	Planctomycetaceae bacterium
KAI5856860.1	#f8513b	Tricharina praecox
XP_046000914.1	#b22027	Boeremia exigua
XP_013109664.1	#e6d9e6	Stomoxys calcitrans
XP_049856059.1	#c65a7a	Schistocerca gregaria
XP_037828029.1	#822a73	Lucilia sericata
CAG8947322.1	#f12622	Penicillium salamii
WP_206963830.1	#121903	Streptomyces beijiangensis
XP_034246710.1	#0ddd02	Thrips palmi
KAH7398700.1	#2be37e	Phaeosphaeria sp. MPI-PUGE-AT-0046c
KAF9416840.1	#e5d840	Spodoptera exigua
VDK82198.1	#3aa463	Litomosoides sigmodontis
XP_040394763.1	#6abe02	Cygnus olor
KAH6623461.1	#ddd6c9	Chaetomium globosum
XP_040710705.1	#e2e6ca	Pseudomassariella vexata
XP_008084579.1	#df2e21	Glarea lozoyensis
WP_037773865.1	#cf8373	Streptomyces pristinaespiralis
XP_015592859.1	#9841e6	Cephus cinctus
TMW41898.1	#2783a3	Sarcophaga bullata
KAG9248530.1	#19f28c	Calycina marina
PPD69237.1	#4e641e	Gossypium barbadense
KAH8887135.1	#7e34fd	Thozetella sp. PMI_491
KAH8205745.1	#a0bd97	Truncatella angustata
XP_033597438.1	#e092f4	Pseudovirgaria hyperparasitica
KAF2668920.1	#a70c10	Microthyrium microscopicum
PKC09741.1	#afb97a	Rhizophagus irregularis
KAI1169452.1	#39792b	Nemania sp. FL0916
CAG2211791.1	#2cc257	Mytilus edulis
KAH6901637.1	#642fbe	Coprinopsis sp. MPI-PUGE-AT-0042
XP_022395351.1	#303c48	Aspergillus glaucus
CDP27511.1	#b13833	Podospora anserina
KIM28124.1	#507c4e	Serendipita vermifera
XP_039436011.1	#14e891	Culex pipiens
CAG8704901.1	#13b621	Cetraspora pellucida
XP_033671234.1	#565915	Zasmidium cellare
KAI1070356.1	#b7be9c	Fusarium sp. FIESC RH6
KAH8592455.1	#7a544b	Bisporella sp. PMI_857
MCJ1282462.1	#c5a8c4	Xylographa opegraphella
XP_013297182.1	#2e8328	Necator americanus
KAI0482566.1	#fee6d6	Xylariaceae sp. FL0804
KAF2179442.1	#a40528	Zopfia rhizophila
XP_046010175.1	#40e548	Microdochium trichocladiopsis
XP_040189561.1	#58097d	Rana temporaria
KKA28219.1	#37ffe5	Thielaviopsis punctulata
PPQ73806.1	#8a093c	Panaeolus cyanescens
QKG01969.1	#3bdcd1	Hyriopsis cumingii
KAF4637486.1	#3b19ed	Cudoniella acicularis
KIM22197.1	#507c4e	Serendipita vermifera
CAD7568049.1	#8880ff	Timema californicum
KAH6775480.1	#f47900	Perilla frutescens
XP_036581196.1	#7dd1bb	Colletotrichum truncatum
CAD6996671.1	#165aaa	Ceratitis capitata
CAD6998654.1	#165aaa	Ceratitis capitata
CAH2093350.1	#19cefb	Euphydryas editha
KAF4547359.1	#0fe934	Elsinoe fawcettii
CAN76259.1	#797b0a	Vitis vinifera
KAF2458430.1	#971dad	Lineolata rhizophorae
XP_033604394.1	#e092f4	Pseudovirgaria hyperparasitica
KAH7347675.1	#296b75	Plectosphaerella cucumerina
XP_040718805.1	#e2e6ca	Pseudomassariella vexata
RAL63678.1	#ce3333	Monilinia fructigena
TLD25198.1	#ce051f	Pyricularia sp. CBS 133598
KIV86736.1	#9556cf	Exophiala sideris
CAQ30425.1	#fd707c	Falcidens crossotus
KAA8623626.1	#74797e	Pyrenophora tritici-repentis
CAG7854385.1	#685b00	Serendipita indica
RMZ15287.1	#aef9dd	Hortaea werneckii
KAI5366402.1	#cd0c29	Septoria linicola
XP_031870848.1	#b86dbf	Venustampulla echinocandica
CAH0563933.1	#377f16	Brassicogethes aeneus
WP_250570044.1	#c0bef7	Streptomyces sp. CJ_13
KAF8364472.1	#4d1c34	Pristionchus pacificus
KAG7292727.1	#0e47c7	Staphylotrichum longicolle
KAI0221242.1	#55ac51	Lamellibrachia satsuma
3NQ5_A	#8f1d96	Priestia megaterium
CAG8948658.1	#406c3a	Hymenoscyphus fraxineus
PYQ30009.1	#6d3998	Acidobacteria bacterium
AXY94715.1	#1a8487	Habrobracon hebetor
XP_012841269.1	#217944	Erythranthe guttata
KAF3229830.1	#4babbf	Orbilia oligospora
KAI1273109.1	#fdbddc	Xylaria sp. FL0933
KAH7324193.1	#a6a09d	Stachybotrys elegans
ANZ03351.1	#7c8901	Rhodnius prolixus
ROW16040.1	#1cf8f4	Cytospora leucostoma
TFY82262.1	#76b642	Hericium alpestre
KIY68548.1	#af21ae	Cylindrobasidium torrendii
KAG8238332.1	#9480ae	Ladona fulva
KAF2668715.1	#a70c10	Microthyrium microscopicum
CAG7849779.1	#685b00	Serendipita indica
GJM93000.1	#0d35ac	Eleusine coracana
KAF9416846.1	#e5d840	Spodoptera exigua
WP_099151738.1	#1a2457	Flavilitoribacter nigricans
KAG9147457.1	#5e2adc	Lithospermum erythrorhizon
CAD6185960.1	#6f0454	Caenorhabditis auriculariae
ODN02615.1	#c58a90	Orchesella cincta
CAB5322541.1	#afb97a	Rhizophagus irregularis
CAA2973918.1	#0271ee	Olea europaea
RKP06672.1	#0cfead	Thamnocephalis sphaerospora
KAF7757478.1	#56cb3e	Entomophthora muscae
CAE6534809.1	#5191aa	Rhizoctonia solani
TKR68425.1	#a0f0fd	Steinernema carpocapsae
KKY28580.1	#37b99e	Phaeomoniella chlamydospora
RKP26900.1	#289d2e	Syncephalis pseudoplumigaleata
XP_021993752.1	#7809f9	Helianthus annuus
KAF2205686.1	#50e688	Delitschia confertaspora
CCA94918.1	#506a95	Euphrynichus bacillifer
CAD6441656.1	#0f6d6d	Sclerotinia trifoliorum
KAF2749222.1	#44da67	Sporormia fimetaria
RXW15713.1	#1779c7	Candolleomyces aberdarensis
RYC64772.1	#666530	Xylaria longipes
XP_033746355.1	#e8aefe	Pecten maximus
RWR90709.1	#2eee1a	Cinnamomum micranthum
KAH7393773.1	#2be37e	Phaeosphaeria sp. MPI-PUGE-AT-0046c
KXX81014.1	#342ec7	Madurella mycetomatis
KAI1129745.1	#4c531b	Nemania abortiva
XP_047108414.1	#b52fce	Schistocerca piceifrons
OWK00862.1	#c7943f	Cervus elaphus
KAE9461832.1	#fae2cf	Rhododendron williamsianum
CAN68528.1	#797b0a	Vitis vinifera
CAE6417122.1	#5191aa	Rhizoctonia solani
KXJ69293.1	#b09529	Aedes albopictus
WP_170045444.1	#bb8dd9	Pseudomonas sp. WS 5412
KAF2226261.1	#1d8870	Elsinoe ampelina
WP_242936811.1	#6ee985	Zhouia spongiae
KAI5852092.1	#f8513b	Tricharina praecox
CAZ66718.1	#0ce96e	Pandinus imperator
QCQ28827.1	#665ed3	Clematis terniflora
XP_049139918.1	#c29828	Colletotrichum lupini
TSK67205.1	#d4103d	Bagarius yarrelli
KAH7103323.1	#99527b	Auriculariales sp. MPI-PUGE-AT-0066
MBX7038445.1	#597e2c	Nitrospira sp.
AGR40412.1	#91b590	Campodea fragilis
PWA84341.1	#1cbd15	Artemisia annua
KAG6398102.1	#b27298	Salvia splendens
XP_003564367.2	#56b6c2	Brachypodium distachyon
MCJ1441251.1	#1d70f7	Stictis urceolatum
XP_038787019.1	#6adaae	Alternaria burnsii
TDZ53659.1	#48673c	Colletotrichum trifolii
XP_049124304.1	#2671e3	Colletotrichum spaethianum
CAG8953371.1	#406c3a	Hymenoscyphus fraxineus
XP_041376379.1	#4f5ccd	Gigantopelta aegis
KYN15130.1	#d60a5a	Trachymyrmex cornetzi
MCJ1396714.1	#e4fa77	Xylographa bjoerkii
KXN70486.1	#2fd49b	Conidiobolus coronatus
TVU14778.1	#6eb074	Eragrostis curvula
KAG7217037.1	#f04dcc	Caranx melampygus
SVE70278.1	#04e669	Daphnia similis
QCC26463.1	#eae02f	Octostigma sinensis
PGG95531.1	#273fe0	Helicocarpus griseus
XP_037214079.1	#03c14f	Mycena indigotica
KAH4923532.1	#2bac35	Parastagonospora nodorum
KAG8962341.1	#d8fca2	Tulasnella sp. 419
XP_031091293.1	#648d00	Ipomoea triloba
XP_044017320.1	#1a690f	Aphidius gifuensis
KAF3929394.1	#db3f94	Dactylella cylindrospora
KAF2350450.1	#ad31d9	Trinorchestia longiramus
4YZW_A	#e8fa05	Anopheles gambiae
XP_040277164.1	#d236f0	Bufo bufo
KAI0330496.1	#391e4c	Leiotrametes sp. BRFM 1775
QPG94323.1	#960d5a	Epichloe festucae
KAB5516908.1	#3eac4f	Coniochaeta sp. 2T2.1
ORX94962.1	#080773	Clohesyomyces aquaticus
KAH8647369.1	#e9864b	Xylariales sp. PMI_506
KAI5861017.1	#3fc469	Durotheca rogersii
KAF7324633.1	#71e6bf	Mycena kentingensis (nom. inval.)
BAM15849.1	#a6eea4	Portulaca oleracea
PFX18254.1	#495883	Stylophora pistillata
CAM84196.1	#04b743	Perla marginata
CAF4930552.1	#91c96f	Pieris macdunnoughi
KAF9634811.1	#5edce0	Lasiodiplodia theobromae
XP_048513196.1	#e4b3ae	Athalia rosae
ODM87468.1	#c58a90	Orchesella cincta
KAI3465963.1	#2bf880	Paulownia fortunei
XP_044645495.1	#e809d2	Diaporthe batatas
KHN74038.1	#a569dc	Toxocara canis
XP_044608941.1	#a93158	Equus asinus
KAF8470985.1	#77fc40	Russula ochroleuca
ABB59717.1	#8e87c6	Triops longicaudatus
MBI2689708.1	#6d3998	Acidobacteria bacterium
CAD7194815.1	#ef851b	Timema douglasi
XP_020102355.1	#bd2ddf	Ananas comosus
KAG9370852.1	#30f0c8	Pseudotulostoma volvatum
KZL64229.1	#3911ae	Colletotrichum incanum
XP_026475430.1	#297a14	Ctenocephalides felis
EWC43835.1	#1c0d5a	Drechslerella stenobrocha
XP_043020598.1	#9845dc	Diaporthe citri
AHJ90473.1	#6c7345	Macrobrachium nipponense
XP_023017783.1	#77a8bc	Leptinotarsa decemlineata
PSN68742.1	#d768dc	Corynespora cassiicola
KAF2121024.1	#422f6e	Lophiotrema nucula
RMZ89830.1	#b64706	Chaetothyriales sp. CBS 134916
KAI3397142.1	#ffea74	Diaporthe ilicicola
AAW24636.1	#a48a6d	Schistosoma japonicum
MBX2868401.1	#522ace	Acidiferrobacterales bacterium
KAH8808754.1	#46f415	Xylogone sp. PMI_703
XP_046409704.1	#dc4a18	Neodiprion fabricii
KJH50750.1	#0e4243	Dictyocaulus viviparus
XP_018660768.1	#769823	Trichoderma gamsii
RKP08851.1	#0cfead	Thamnocephalis sphaerospora
WP_057013984.1	#91844d	Pseudomonas libanensis
GBP70063.1	#5a02c7	Eumeta japonica
KAI3835064.1	#9c4842	Papaver bracteatum
XP_022581810.1	#675c00	Penicilliopsis zonata
XP_007309329.1	#22936f	Stereum hirsutum
CAR94711.1	#78ec21	Xibalbanus tulumensis
XP_034698431.1	#f205e1	Vitis riparia
OCH83762.1	#799fdf	Obba rivulosa
KAF1935366.1	#6962e2	Clathrospora elynae
RKP22330.1	#289d2e	Syncephalis pseudoplumigaleata
XP_040751113.1	#edba4f	Aspergillus ochraceoroseus
KAI5359974.1	#cd0c29	Septoria linicola
CAQ63322.1	#d627a1	Thermobia domestica
XP_025821273.1	#13b751	Panicum hallii
KAH7652228.1	#bb2d66	Dioscorea alata
XP_002844198.1	#3e7b27	Microsporum canis
ACB45128.1	#ead69a	Fragaria x ananassa
MBA0662920.1	#3d3293	Gossypium klotzschianum
WP_252079564.1	#845780	Muricauda aquimarina
KAH8592146.1	#7a544b	Bisporella sp. PMI_857
KAH8777264.1	#d26747	Hyaloscypha finlandica
KZV33701.1	#af2952	Dorcoceras hygrometricum
KAI3769406.1	#798767	Arctium lappa
XP_048430768.1	#e3ff44	Pyrus x bretschneideri
KAI5803624.1	#418292	Peziza echinospora
KAI5804632.1	#418292	Peziza echinospora
EPB76075.1	#db9b1f	Ancylostoma ceylanicum
KAF2800605.1	#1e4280	Melanomma pulvis-pyrius
XP_033666440.1	#565915	Zasmidium cellare
XP_024705991.1	#82b759	Aspergillus steynii
EME40759.1	#2c65bd	Dothistroma septosporum
KAH7304674.1	#a6a09d	Stachybotrys elegans
CAG2213629.1	#2cc257	Mytilus edulis
XP_022344548.1	#2b314d	Crassostrea virginica
KAH7441843.1	#749adb	Ceratopteris richardii
KAG9230673.1	#99f8be	Amylocarpus encephaloides
CAG8550757.1	#b2a4d5	Acaulospora morrowiae
RKP05548.1	#0cfead	Thamnocephalis sphaerospora
KAI0737487.1	#2b2b7e	Irpex lacteus
CUH82792.1	#2bf0d2	Argulus foliaceus
XP_664664.1	#d96983	Aspergillus nidulans
RZC53340.1	#079298	Papaver somniferum
KAF3051239.1	#f90dc4	Didymella keratinophila
MBK7322234.1	#807148	Candidatus Microthrix sp.
PVG01418.1	#507c4e	Serendipita vermifera
XP_022847765.1	#0271ee	Olea europaea
GAU42129.1	#459ffa	Trifolium subterraneum
MCC3243925.1	#b270bf	Methylocystis sp. WRRC1
XP_049170988.1	#c1ab78	Wardomyces moseri
MCP5243777.1	#2a65de	Burkholderiales bacterium
XP_037972867.2	#4d354d	Plutella xylostella
XP_044174398.1	#79ed81	Acropora millepora
CAF9927916.1	#2094f4	Heterodermia speciosa
XP_018563800.1	#f028b4	Anoplophora glabripennis
KAH7242199.1	#082902	Fusarium tricinctum
XP_046384836.1	#9afc82	Ischnura elegans
AWK28005.1	#a5eeab	Paramphinome jeffreysii
XP_024541491.1	#8b33fd	Selaginella moellendorffii
XP_033209434.1	#22e9c9	Belonocnema kinseyi
KAF2175164.1	#a40528	Zopfia rhizophila
KAF1973430.1	#e47fb7	Bimuria novae-zelandiae
KAH7320654.1	#a6a09d	Stachybotrys elegans
KAG0469817.1	#a550fe	Vanilla planifolia
KAH3722402.1	#4a03f2	Dreissena polymorpha
XP_026471581.1	#297a14	Ctenocephalides felis
CAH0394911.1	#27c2aa	Bemisia tabaci
WP_199603657.1	#b68cd3	Gelidibacter salicanalis
WP_196420398.1	#f10657	Actinoplanes sp. NEAU-A11
KAI0743208.1	#2b2b7e	Irpex lacteus
MQM01823.1	#095ee8	Colocasia esculenta
KAF2036232.1	#8766e1	Setomelanomma holmii
TKS82960.1	#096b60	Collichthys lucidus
KAI1848502.1	#c1ab78	Wardomyces moseri
XP_045191875.1	#12b847	Mercenaria mercenaria
WP_161823895.1	#3dbccd	Petrachloros mirabilis
KKY17351.1	#51bcc6	Diplodia seriata
BAC76424.1	#ed54bb	Halocynthia roretzi
XP_045999751.1	#b22027	Boeremia exigua
QGP72285.1	#f2e637	Hepialus xiaojinensis
XP_033684286.1	#a96294	Trematosphaeria pertusa
GBG82382.1	#59b385	Chara braunii
ROT63382.1	#98715c	Penaeus vannamei
XP_026321275.1	#a5748c	Hyposmocoma kahamanoa
XP_049547255.1	#a1db39	Anopheles darlingi
XP_008088113.1	#df2e21	Glarea lozoyensis
XP_016241505.1	#8037c5	Exophiala spinifera
XP_019106682.1	#2c4423	Beta vulgaris
XP_024506107.1	#2cc740	Strongyloides ratti
XP_033664602.1	#565915	Zasmidium cellare
VDP41938.1	#5be351	Heligmosomoides polygyrus
XP_021953478.2	#abc98f	Folsomia candida
KAF8805055.1	#63eb35	Cortinarius glaucopus
CAG9111348.1	#4d354d	Plutella xylostella
KAI0647845.1	#38a483	Trametes meyenii
QDS78183.1	#055b76	Venturia effusa
CRK42310.1	#a6579e	Verticillium longisporum
QLI74241.1	#806a36	Metarhizium brunneum
QRV99447.1	#490b49	Ceratobasidium sp. AG-Ba
KLU82419.1	#6c02ef	Magnaporthiopsis poae
XP_033445547.1	#2dbd29	Didymella exigua
KAE9379512.1	#a418d1	Chalara longipes
EXC25717.1	#0048c1	Morus notabilis
CZR69540.1	#3c7216	Phialocephala subalpina
KAI1083196.1	#5c1053	Whalleya microplaca
CAZ66715.1	#0ce96e	Pandinus imperator
KAF8411180.1	#1ff008	Tetracentron sinense
KAH7308410.1	#a6a09d	Stachybotrys elegans
KAG5668817.1	#caa9dd	Polypedilum vanderplanki
XP_018333661.1	#40910d	Agrilus planipennis
XP_033521879.1	#15f062	Dothidotthia symphoricarpi
RKP09559.1	#0cfead	Thamnocephalis sphaerospora
KAI2914899.1	#86fb33	Aspergillus niger
OVA00538.1	#02c72b	Macleaya cordata
KAI5924985.1	#89f270	Camillea tinctor
OTB08796.1	#18d7fe	Hypoxylon sp. CI-4A
CAQ63323.1	#d627a1	Thermobia domestica
RXH86127.1	#accfe6	Malus domestica
XP_049254821.1	#5de1e5	Alternaria novae-zelandiae
KAI1505972.1	#1fa92d	Biscogniauxia marginata
KAE9379517.1	#a418d1	Chalara longipes
XP_037427563.1	#d7a305	Triticum dicoccoides
KOB69979.1	#a8ca55	Operophtera brumata
WP_153449444.1	#893c60	Streptomyces smaragdinus
KAE8442068.1	#825d91	Helotiales sp. DMI_Dod_QoI
XP_019887011.1	#c3f0ed	Ooceraea biroi
CCE45701.1	#93176d	Taraxacum officinale
XP_016760464.1	#adca9d	Sphaerulina musiva
XP_037024317.1	#d35521	Bradysia coprophila
XP_047359388.1	#4fe029	Vespa velutina
KAH8655320.1	#e9864b	Xylariales sp. PMI_506
CAQ64610.1	#48fa44	Onithochiton hirasei
OAE29374.1	#a6ad27	Marchantia polymorpha
AWK28004.2	#004894	Mnemiopsis leidyi
KXH30586.1	#03f3a4	Colletotrichum salicis
KAG7219794.1	#f04dcc	Caranx melampygus
KAH8199195.1	#a0bd97	Truncatella angustata
XP_047941888.1	#04d11d	Salvia hispanica
KAI1324645.1	#b78efe	Xylariaceae sp. FL0255
CAG9982755.1	#a5ba12	Clonostachys byssicola
MCJ1266511.1	#4ce32e	Lobaria immixta
KAA8540492.1	#9ff576	Nyssa sinensis
KAI0251651.1	#97fa8c	Lactifluus subvellereus
EPS42812.1	#ae7320	Dactylellina haptotyla
KAH9289868.1	#cbced2	Taxus chinensis
KAE8353189.1	#8c2788	Aspergillus coremiiformis
KAF9889993.1	#eea23d	Aspergillus nanangensis
TGO32564.1	#b13c42	Botrytis hyacinthi
KAI0570710.1	#74797e	Pyrenophora tritici-repentis
KAG7108114.1	#a6579e	Verticillium longisporum
KAH8769928.1	#3dac1c	Diaporthaceae sp. PMI_573
VEN48909.1	#d00efa	Callosobruchus maculatus
XP_036496550.1	#c715b6	Colletotrichum siamense
CAG2203636.1	#2cc257	Mytilus edulis
XP_033211658.1	#22e9c9	Belonocnema kinseyi
KAI1004240.1	#b454bd	Podosphaera aphanis
KAH8681966.1	#e9864b	Xylariales sp. PMI_506
XP_018124324.1	#bb8a8c	Xenopus laevis
XP_030999997.1	#2b5c21	Thyridium curvatum
XP_046219979.1	#6e868b	Oncorhynchus gorbuscha
KAG7259423.1	#dc3cfd	Coryphaenoides rupestris
XP_001909868.1	#b13833	Podospora anserina
KAH6689205.1	#32bc8a	Plectosphaerella plurivora
KAF2237624.1	#e1fcd9	Viridothelium virens
KAF7759192.1	#56cb3e	Entomophthora muscae
KAI5812712.1	#efc2a8	Pyronema omphalodes
KAB5588330.1	#3fa14b	Ceratobasidium theobromae
XP_014093793.2	#7fa97d	Bactrocera oleae
WP_153526018.1	#07ae1d	Streptomyces jumonjinensis
KAI0203493.1	#0ae37d	Astrocystis sublimbata
RKP39529.1	#b51844	Dimargaris cristalligena
KAH8648451.1	#e9864b	Xylariales sp. PMI_506
XP_047098325.1	#b52fce	Schistocerca piceifrons
KAI0890804.1	#85eb53	Annulohypoxylon nitens
XP_044719061.1	#1b72d1	Hirsutella rhossiliensis
OXA52289.1	#abc98f	Folsomia candida
KAF8533241.1	#956bd1	Trichophaea hybrida
KAF7754143.1	#56cb3e	Entomophthora muscae
KAE8443046.1	#825d91	Helotiales sp. DMI_Dod_QoI
XP_043280053.1	#44d8a9	Venturia canescens
CCD61126.1	#93176d	Taraxacum officinale
KAH6845858.1	#82bd23	Chaetomium sp. MPI-CAGE-AT-0009
KZL72544.1	#3911ae	Colletotrichum incanum
EJD35305.1	#4aac97	Auricularia subglabra
KAH9904286.1	#cf34b9	Xylariomycetidae sp. FL2044
XP_033387539.1	#8b938b	Aaosphaeria arxii
KAF6830372.1	#d25608	Colletotrichum musicola
KAG8238333.1	#9480ae	Ladona fulva
KAF7267906.1	#195ec6	Rhynchophorus ferrugineus
KAF8873559.1	#d2ffbb	Mucidula mucida
XP_033598189.1	#e092f4	Pseudovirgaria hyperparasitica
KAG8386536.1	#2066c4	Buddleja alternifolia
XP_046103953.1	#465ee1	Ilyonectria robusta
XP_033582397.1	#c6c5d7	Mytilinidion resinicola
KAH9940686.1	#e744e1	Amylocystis lapponica
XP_033554931.1	#8a2cc9	Lindgomyces ingoldianus
KAF2666287.1	#a70c10	Microthyrium microscopicum
CAD2181894.1	#1e3493	Meloidogyne enterolobii
PQK17604.1	#094534	Beauveria bassiana
KAI1842183.1	#c1ab78	Wardomyces moseri
KXN69968.1	#2fd49b	Conidiobolus coronatus
KAH8813439.1	#ef2990	Flagelloscypha sp. PMI_526
XP_007913987.1	#288420	Phaeoacremonium minimum
XP_014296718.1	#4e163a	Microplitis demolitor
KXN72576.1	#2fd49b	Conidiobolus coronatus
QRV95102.1	#490b49	Ceratobasidium sp. AG-Ba
KAG2466343.1	#ca411d	Polypterus senegalus
CAC5396278.1	#df0d44	Mytilus coruscus
CCA94928.1	#da8947	Mastigoproctus giganteus
KAH7013796.1	#a43613	Ilyonectria destructans
WP_007202863.1	#d8b9ac	Fictibacillus macauensis
XP_040691529.1	#d06d3f	Aspergillus wentii
XP_010242012.1	#afd886	Nelumbo nucifera
TKW53492.1	#a3322a	Colletotrichum tanaceti
KAF7185414.1	#a47d6e	Pseudocercospora fuligena
KAF5944444.1	#4862ca	Camellia sinensis
XP_049183043.1	#82290a	Alternaria metachromatica
TLD18371.1	#ce051f	Pyricularia sp. CBS 133598
KAF7527658.1	#2b5766	Neopestalotiopsis clavispora
WP_199555274.1	#201396	Sandaracinobacteroides hominis
WP_241455060.1	#58e9ed	Undibacterium sp. TS12
KAF4306459.1	#9af3e5	Botryosphaeria dothidea
RVE43651.1	#ef41a5	Chilo suppressalis
XP_019618981.1	#7a4d3b	Branchiostoma belcheri
XP_005716852.1	#af14e2	Chondrus crispus
KAH7078658.1	#21c33a	Paraphoma chrysanthemicola
